Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
SVG,shapes/1.svg,1.svg,6,6,0,0,0,427,0
SVG,shapes/10.svg,10.svg,6,6,0,0,0,829,0
SVG,shapes/1000.svg,1000.svg,8,8,0,0,0,1269,0
Plain Text,texts/10000.txt,10000.txt,1,1,0,0,0,3,0
Plain Text,texts/10001.txt,10001.txt,1,1,0,0,0,13,0
Plain Text,texts/10002.txt,10002.txt,1,1,0,0,0,3,0
Plain Text,texts/10003.txt,10003.txt,1,1,0,0,0,11,0
Plain Text,texts/10004.txt,10004.txt,1,1,0,0,0,13,0
Plain Text,texts/10005.txt,10005.txt,1,1,0,0,0,16,0
Plain Text,texts/10006.txt,10006.txt,1,1,0,0,0,12,0
Plain Text,texts/10007.txt,10007.txt,1,1,0,0,0,7,0
Plain Text,texts/10008.txt,10008.txt,1,1,0,0,0,13,0
Plain Text,texts/10009.txt,10009.txt,1,1,0,0,0,9,0
SVG,shapes/1001.svg,1001.svg,8,8,0,0,0,1291,0
Plain Text,texts/10010.txt,10010.txt,1,1,0,0,0,21,0
Plain Text,texts/10011.txt,10011.txt,1,1,0,0,0,13,0
Plain Text,texts/10012.txt,10012.txt,1,1,0,0,0,5,0
Plain Text,texts/10013.txt,10013.txt,1,1,0,0,0,12,0
Plain Text,texts/10014.txt,10014.txt,1,1,0,0,0,20,0
Plain Text,texts/10015.txt,10015.txt,1,1,0,0,0,82,0
Plain Text,texts/10016.txt,10016.txt,1,1,0,0,0,9,0
Plain Text,texts/10017.txt,10017.txt,1,1,0,0,0,17,0
Plain Text,texts/10018.txt,10018.txt,1,1,0,0,0,82,0
Plain Text,texts/10019.txt,10019.txt,1,1,0,0,0,8,0
SVG,shapes/1002.svg,1002.svg,8,8,0,0,0,1117,0
Plain Text,texts/10020.txt,10020.txt,1,1,0,0,0,95,0
Plain Text,texts/10021.txt,10021.txt,1,1,0,0,0,11,0
SVG,shapes/10022.svg,10022.svg,6,6,0,0,0,447,0
SVG,shapes/10023.svg,10023.svg,9,9,0,0,0,973,0
Plain Text,texts/10024.txt,10024.txt,1,1,0,0,0,1,0
Plain Text,texts/10025.txt,10025.txt,1,1,0,0,0,6,0
Plain Text,texts/10026.txt,10026.txt,1,1,0,0,0,14,0
Plain Text,texts/10027.txt,10027.txt,1,1,0,0,0,7,0
Plain Text,texts/10028.txt,10028.txt,1,1,0,0,0,5,0
Plain Text,texts/10029.txt,10029.txt,1,1,0,0,0,10,0
SVG,shapes/1003.svg,1003.svg,8,8,0,0,0,1136,0
Plain Text,texts/10030.txt,10030.txt,1,1,0,0,0,13,0
SVG,shapes/10031.svg,10031.svg,6,6,0,0,0,462,0
SVG,shapes/10032.svg,10032.svg,6,6,0,0,0,425,0
SVG,shapes/10035.svg,10035.svg,7,7,0,0,0,983,0
Plain Text,texts/10036.txt,10036.txt,1,1,0,0,0,1,0
SVG,shapes/10037.svg,10037.svg,7,7,0,0,0,983,0
Plain Text,texts/10038.txt,10038.txt,1,1,0,0,0,1,0
SVG,shapes/10039.svg,10039.svg,7,7,0,0,0,983,0
SVG,shapes/1004.svg,1004.svg,8,8,0,0,0,1158,0
Plain Text,texts/10040.txt,10040.txt,1,1,0,0,0,1,0
SVG,shapes/10041.svg,10041.svg,7,7,0,0,0,983,0
Plain Text,texts/10042.txt,10042.txt,1,1,0,0,0,1,0
Plain Text,texts/10043.txt,10043.txt,1,1,0,0,0,5,0
Plain Text,texts/10044.txt,10044.txt,1,1,0,0,0,1,0
Plain Text,texts/10045.txt,10045.txt,1,1,0,0,0,5,0
Plain Text,texts/10046.txt,10046.txt,1,1,0,0,0,1,0
Plain Text,texts/10047.txt,10047.txt,1,1,0,0,0,5,0
Plain Text,texts/10048.txt,10048.txt,1,1,0,0,0,1,0
Plain Text,texts/10049.txt,10049.txt,1,1,0,0,0,5,0
SVG,shapes/1005.svg,1005.svg,8,8,0,0,0,1170,0
Plain Text,texts/10050.txt,10050.txt,1,1,0,0,0,1,0
SVG,shapes/10053.svg,10053.svg,12,12,0,0,0,772,0
SVG,shapes/10056.svg,10056.svg,11,11,0,0,0,1273,0
Plain Text,texts/10057.txt,10057.txt,1,1,0,0,0,5,0
Plain Text,texts/10058.txt,10058.txt,1,1,0,0,0,14,0
Plain Text,texts/10059.txt,10059.txt,1,1,0,0,0,5,0
SVG,shapes/1006.svg,1006.svg,8,8,0,0,0,1478,0
Plain Text,texts/10060.txt,10060.txt,1,1,0,0,0,34,0
Plain Text,texts/10061.txt,10061.txt,1,1,0,0,0,16,0
SVG,shapes/10062.svg,10062.svg,7,7,0,0,0,575,0
SVG,shapes/10063.svg,10063.svg,6,6,0,0,0,2985,0
Plain Text,texts/10064.txt,10064.txt,1,1,0,0,0,1,0
Plain Text,texts/10065.txt,10065.txt,1,1,0,0,0,9,0
SVG,shapes/10066.svg,10066.svg,7,7,0,0,0,575,0
Plain Text,texts/10067.txt,10067.txt,1,1,0,0,0,1,0
Plain Text,texts/10068.txt,10068.txt,1,1,0,0,0,9,0
SVG,shapes/10069.svg,10069.svg,7,7,0,0,0,575,0
SVG,shapes/1007.svg,1007.svg,8,8,0,0,0,1240,0
Plain Text,texts/10070.txt,10070.txt,1,1,0,0,0,1,0
Plain Text,texts/10071.txt,10071.txt,1,1,0,0,0,9,0
SVG,shapes/10072.svg,10072.svg,7,7,0,0,0,575,0
Plain Text,texts/10073.txt,10073.txt,1,1,0,0,0,1,0
Plain Text,texts/10074.txt,10074.txt,1,1,0,0,0,9,0
SVG,shapes/10075.svg,10075.svg,7,7,0,0,0,575,0
Plain Text,texts/10076.txt,10076.txt,1,1,0,0,0,1,0
Plain Text,texts/10077.txt,10077.txt,1,1,0,0,0,9,0
SVG,shapes/10078.svg,10078.svg,7,7,0,0,0,575,0
Plain Text,texts/10079.txt,10079.txt,1,1,0,0,0,1,0
SVG,shapes/1008.svg,1008.svg,8,8,0,0,0,1334,0
Plain Text,texts/10080.txt,10080.txt,1,1,0,0,0,9,0
SVG,shapes/10081.svg,10081.svg,7,7,0,0,0,575,0
Plain Text,texts/10082.txt,10082.txt,1,1,0,0,0,1,0
Plain Text,texts/10083.txt,10083.txt,1,1,0,0,0,9,0
SVG,shapes/10084.svg,10084.svg,7,7,0,0,0,575,0
Plain Text,texts/10085.txt,10085.txt,1,1,0,0,0,1,0
Plain Text,texts/10086.txt,10086.txt,1,1,0,0,0,9,0
SVG,shapes/10087.svg,10087.svg,6,6,0,0,0,453,0
Plain Text,texts/10088.txt,10088.txt,1,1,0,0,0,1,0
Plain Text,texts/10089.txt,10089.txt,1,1,0,0,0,12,0
SVG,shapes/1009.svg,1009.svg,6,6,0,0,0,2663,0
SVG,shapes/10092.svg,10092.svg,8,8,0,0,0,834,0
Plain Text,texts/10093.txt,10093.txt,1,1,0,0,0,5,0
Plain Text,texts/10094.txt,10094.txt,1,1,0,0,0,34,0
Plain Text,texts/10095.txt,10095.txt,1,1,0,0,0,3,0
Plain Text,texts/10096.txt,10096.txt,1,1,0,0,0,5,0
Plain Text,texts/10097.txt,10097.txt,1,1,0,0,0,34,0
Plain Text,texts/10098.txt,10098.txt,1,1,0,0,0,3,0
SVG,shapes/10099.svg,10099.svg,8,8,0,0,0,834,0
SVG,shapes/101.svg,101.svg,10,10,0,0,0,2733,0
SVG,shapes/1010.svg,1010.svg,8,8,0,0,0,1259,0
Plain Text,texts/10100.txt,10100.txt,1,1,0,0,0,5,0
Plain Text,texts/10101.txt,10101.txt,1,1,0,0,0,34,0
Plain Text,texts/10102.txt,10102.txt,1,1,0,0,0,3,0
SVG,shapes/10103.svg,10103.svg,8,8,0,0,0,834,0
Plain Text,texts/10104.txt,10104.txt,1,1,0,0,0,5,0
Plain Text,texts/10105.txt,10105.txt,1,1,0,0,0,34,0
Plain Text,texts/10106.txt,10106.txt,1,1,0,0,0,3,0
SVG,shapes/10107.svg,10107.svg,7,7,0,0,0,757,0
Plain Text,texts/10109.txt,10109.txt,1,1,0,0,0,1,0
SVG,shapes/1011.svg,1011.svg,10,10,0,0,0,1015,0
Plain Text,texts/10110.txt,10110.txt,3,3,0,0,0,55,0
SVG,shapes/10111.svg,10111.svg,6,6,0,0,0,986,0
SVG,shapes/10112.svg,10112.svg,7,7,0,0,0,688,0
SVG,shapes/10113.svg,10113.svg,7,7,0,0,0,600,0
Plain Text,texts/10115.txt,10115.txt,0,0,0,0,0,0,0
Plain Text,texts/10116.txt,10116.txt,1,1,0,0,0,5,0
Plain Text,texts/10118.txt,10118.txt,0,0,0,0,0,0,0
SVG,shapes/1012.svg,1012.svg,10,10,0,0,0,1015,0
SVG,shapes/10121.svg,10121.svg,6,6,0,0,0,447,0
Plain Text,texts/10122.txt,10122.txt,1,1,0,0,0,29,0
Plain Text,texts/10123.txt,10123.txt,1,1,0,0,0,42,0
Plain Text,texts/10124.txt,10124.txt,1,1,0,0,0,13,0
SVG,shapes/10125.svg,10125.svg,8,8,0,0,0,714,0
Plain Text,texts/10126.txt,10126.txt,1,1,0,0,0,6,0
Plain Text,texts/10127.txt,10127.txt,1,1,0,0,0,2,0
Plain Text,texts/10128.txt,10128.txt,1,1,0,0,0,14,0
Plain Text,texts/10129.txt,10129.txt,1,1,0,0,0,15,0
SVG,shapes/1013.svg,1013.svg,10,10,0,0,0,1015,0
Plain Text,texts/10130.txt,10130.txt,1,1,0,0,0,15,0
Plain Text,texts/10131.txt,10131.txt,1,1,0,0,0,15,0
Plain Text,texts/10132.txt,10132.txt,1,1,0,0,0,14,0
Plain Text,texts/10133.txt,10133.txt,1,1,0,0,0,16,0
Plain Text,texts/10134.txt,10134.txt,1,1,0,0,0,16,0
Plain Text,texts/10135.txt,10135.txt,1,1,0,0,0,16,0
Plain Text,texts/10136.txt,10136.txt,1,1,0,0,0,18,0
Plain Text,texts/10137.txt,10137.txt,1,1,0,0,0,18,0
Plain Text,texts/10138.txt,10138.txt,1,1,0,0,0,18,0
Plain Text,texts/10139.txt,10139.txt,5,5,0,0,0,58,0
SVG,shapes/1014.svg,1014.svg,19,19,0,0,0,1935,0
SVG,shapes/10140.svg,10140.svg,7,7,0,0,0,745,0
Plain Text,texts/10141.txt,10141.txt,1,1,0,0,0,15,0
Plain Text,texts/10142.txt,10142.txt,1,1,0,0,0,16,0
Plain Text,texts/10143.txt,10143.txt,1,1,0,0,0,9,0
Plain Text,texts/10144.txt,10144.txt,1,1,0,0,0,9,0
Plain Text,texts/10145.txt,10145.txt,1,1,0,0,0,9,0
Plain Text,texts/10146.txt,10146.txt,1,1,0,0,0,9,0
Plain Text,texts/10147.txt,10147.txt,1,1,0,0,0,9,0
Plain Text,texts/10148.txt,10148.txt,5,5,0,0,0,58,0
Plain Text,texts/10149.txt,10149.txt,5,5,0,0,0,58,0
SVG,shapes/1015.svg,1015.svg,19,19,0,0,0,1935,0
Plain Text,texts/10150.txt,10150.txt,1,1,0,0,0,16,0
Plain Text,texts/10151.txt,10151.txt,1,1,0,0,0,17,0
Plain Text,texts/10152.txt,10152.txt,1,1,0,0,0,17,0
SVG,shapes/10154.svg,10154.svg,7,7,0,0,0,612,0
SVG,shapes/10155.svg,10155.svg,6,6,0,0,0,452,0
SVG,shapes/10156.svg,10156.svg,6,6,0,0,0,458,0
SVG,shapes/10157.svg,10157.svg,6,6,0,0,0,481,0
Plain Text,texts/10158.txt,10158.txt,1,1,0,0,0,8,0
SVG,shapes/1016.svg,1016.svg,19,19,0,0,0,1931,0
SVG,shapes/10160.svg,10160.svg,6,6,0,0,0,452,0
SVG,shapes/10161.svg,10161.svg,7,7,0,0,0,612,0
SVG,shapes/10162.svg,10162.svg,6,6,0,0,0,452,0
SVG,shapes/10163.svg,10163.svg,6,6,0,0,0,458,0
SVG,shapes/10164.svg,10164.svg,6,6,0,0,0,481,0
Plain Text,texts/10165.txt,10165.txt,1,1,0,0,0,8,0
SVG,shapes/10167.svg,10167.svg,8,8,0,0,0,758,0
Plain Text,texts/10168.txt,10168.txt,3,3,0,0,0,106,0
SVG,shapes/1017.svg,1017.svg,12,12,0,0,0,1793,0
Plain Text,texts/10171.txt,10171.txt,1,1,0,0,0,1,0
Plain Text,texts/10172.txt,10172.txt,1,1,0,0,0,9,0
SVG,shapes/10173.svg,10173.svg,6,6,0,0,0,447,0
Plain Text,texts/10174.txt,10174.txt,1,1,0,0,0,27,0
Plain Text,texts/10176.txt,10176.txt,21,21,0,0,0,362,0
SVG,shapes/10178.svg,10178.svg,9,9,0,0,0,9874,0
Plain Text,texts/10179.txt,10179.txt,1,1,0,0,0,27,0
SVG,shapes/1018.svg,1018.svg,7,7,0,0,0,576,0
Plain Text,texts/10180.txt,10180.txt,1,1,0,0,0,35,0
Plain Text,texts/10181.txt,10181.txt,1,1,0,0,0,39,0
Plain Text,texts/10182.txt,10182.txt,1,1,0,0,0,36,0
Plain Text,texts/10183.txt,10183.txt,1,1,0,0,0,39,0
Plain Text,texts/10184.txt,10184.txt,1,1,0,0,0,35,0
SVG,shapes/10186.svg,10186.svg,10,10,0,0,0,1982,0
Plain Text,texts/10187.txt,10187.txt,1,1,0,0,0,17,0
Plain Text,texts/10188.txt,10188.txt,1,1,0,0,0,41,0
Plain Text,texts/10189.txt,10189.txt,1,1,0,0,0,31,0
SVG,shapes/1019.svg,1019.svg,10,10,0,0,0,1560,0
Plain Text,texts/10190.txt,10190.txt,1,1,0,0,0,31,0
Plain Text,texts/10191.txt,10191.txt,1,1,0,0,0,33,0
SVG,shapes/10192.svg,10192.svg,6,6,0,0,0,497,0
Plain Text,texts/10193.txt,10193.txt,1,1,0,0,0,34,0
Plain Text,texts/10194.txt,10194.txt,1,1,0,0,0,40,0
Plain Text,texts/10195.txt,10195.txt,1,1,0,0,0,35,0
Plain Text,texts/10196.txt,10196.txt,1,1,0,0,0,28,0
Plain Text,texts/10197.txt,10197.txt,1,1,0,0,0,49,0
Plain Text,texts/10198.txt,10198.txt,1,1,0,0,0,44,0
SVG,shapes/102.svg,102.svg,10,10,0,0,0,2734,0
SVG,shapes/1020.svg,1020.svg,10,10,0,0,0,1535,0
SVG,shapes/10200.svg,10200.svg,9,9,0,0,0,2365,0
Plain Text,texts/10201.txt,10201.txt,1,1,0,0,0,26,0
SVG,shapes/10202.svg,10202.svg,6,6,0,0,0,752,0
SVG,shapes/10203.svg,10203.svg,6,6,0,0,0,447,0
SVG,shapes/10204.svg,10204.svg,6,6,0,0,0,607,0
Plain Text,texts/10205.txt,10205.txt,1,1,0,0,0,1,0
Plain Text,texts/10206.txt,10206.txt,1,1,0,0,0,40,0
Plain Text,texts/10207.txt,10207.txt,1,1,0,0,0,13,0
SVG,shapes/10208.svg,10208.svg,6,6,0,0,0,447,0
SVG,shapes/10209.svg,10209.svg,7,7,0,0,0,589,0
SVG,shapes/1021.svg,1021.svg,8,8,0,0,0,2277,0
SVG,shapes/10210.svg,10210.svg,9,9,0,0,0,928,0
SVG,shapes/10211.svg,10211.svg,9,9,0,0,0,835,0
SVG,shapes/10212.svg,10212.svg,9,9,0,0,0,841,0
SVG,shapes/10213.svg,10213.svg,9,9,0,0,0,1036,0
SVG,shapes/10214.svg,10214.svg,9,9,0,0,0,919,0
SVG,shapes/10215.svg,10215.svg,9,9,0,0,0,930,0
SVG,shapes/10216.svg,10216.svg,18,18,0,0,0,1719,0
SVG,shapes/10217.svg,10217.svg,9,9,0,0,0,916,0
Plain Text,texts/10219.txt,10219.txt,1,1,0,0,0,18,0
SVG,shapes/1022.svg,1022.svg,8,8,0,0,0,2287,0
Plain Text,texts/10220.txt,10220.txt,1,1,0,0,0,1,0
Plain Text,texts/10221.txt,10221.txt,1,1,0,0,0,1,0
SVG,shapes/10222.svg,10222.svg,34,34,0,0,0,4416,0
Plain Text,texts/10223.txt,10223.txt,1,1,0,0,0,1,0
Plain Text,texts/10224.txt,10224.txt,1,1,0,0,0,1,0
Plain Text,texts/10225.txt,10225.txt,1,1,0,0,0,1,0
Plain Text,texts/10226.txt,10226.txt,1,1,0,0,0,1,0
Plain Text,texts/10227.txt,10227.txt,1,1,0,0,0,1,0
Plain Text,texts/10228.txt,10228.txt,1,1,0,0,0,1,0
Plain Text,texts/10229.txt,10229.txt,1,1,0,0,0,1,0
SVG,shapes/1023.svg,1023.svg,8,8,0,0,0,2277,0
SVG,shapes/10230.svg,10230.svg,13,13,0,0,0,1829,0
Plain Text,texts/10231.txt,10231.txt,1,1,0,0,0,47,0
Plain Text,texts/10232.txt,10232.txt,1,1,0,0,0,11,0
Plain Text,texts/10233.txt,10233.txt,1,1,0,0,0,41,0
SVG,shapes/10234.svg,10234.svg,13,13,0,0,0,1505,0
Plain Text,texts/10235.txt,10235.txt,1,1,0,0,0,12,0
SVG,shapes/10236.svg,10236.svg,6,6,0,0,0,447,0
Plain Text,texts/10237.txt,10237.txt,1,1,0,0,0,9,0
Plain Text,texts/10238.txt,10238.txt,1,1,0,0,0,10,0
Plain Text,texts/10239.txt,10239.txt,1,1,0,0,0,36,0
SVG,shapes/1024.svg,1024.svg,10,10,0,0,0,2534,0
Plain Text,texts/10240.txt,10240.txt,1,1,0,0,0,20,0
Plain Text,texts/10241.txt,10241.txt,1,1,0,0,0,19,0
SVG,shapes/10243.svg,10243.svg,6,6,0,0,0,447,0
Plain Text,texts/10244.txt,10244.txt,1,1,0,0,0,12,0
Plain Text,texts/10245.txt,10245.txt,1,1,0,0,0,12,0
SVG,shapes/10246.svg,10246.svg,7,7,0,0,0,588,0
SVG,shapes/10247.svg,10247.svg,6,6,0,0,0,484,0
SVG,shapes/10248.svg,10248.svg,6,6,0,0,0,484,0
SVG,shapes/10249.svg,10249.svg,6,6,0,0,0,484,0
SVG,shapes/1025.svg,1025.svg,10,10,0,0,0,2534,0
SVG,shapes/10250.svg,10250.svg,6,6,0,0,0,484,0
Plain Text,texts/10251.txt,10251.txt,1,1,0,0,0,1,0
Plain Text,texts/10252.txt,10252.txt,1,1,0,0,0,1,0
Plain Text,texts/10253.txt,10253.txt,1,1,0,0,0,1,0
Plain Text,texts/10254.txt,10254.txt,1,1,0,0,0,1,0
Plain Text,texts/10255.txt,10255.txt,1,1,0,0,0,1,0
Plain Text,texts/10256.txt,10256.txt,1,1,0,0,0,1,0
Plain Text,texts/10257.txt,10257.txt,1,1,0,0,0,1,0
Plain Text,texts/10258.txt,10258.txt,1,1,0,0,0,1,0
Plain Text,texts/10259.txt,10259.txt,1,1,0,0,0,1,0
SVG,shapes/1026.svg,1026.svg,10,10,0,0,0,2544,0
Plain Text,texts/10260.txt,10260.txt,1,1,0,0,0,1,0
Plain Text,texts/10261.txt,10261.txt,1,1,0,0,0,1,0
Plain Text,texts/10262.txt,10262.txt,1,1,0,0,0,1,0
Plain Text,texts/10263.txt,10263.txt,1,1,0,0,0,1,0
Plain Text,texts/10264.txt,10264.txt,1,1,0,0,0,1,0
Plain Text,texts/10265.txt,10265.txt,1,1,0,0,0,1,0
Plain Text,texts/10266.txt,10266.txt,1,1,0,0,0,1,0
Plain Text,texts/10267.txt,10267.txt,1,1,0,0,0,1,0
Plain Text,texts/10268.txt,10268.txt,1,1,0,0,0,1,0
Plain Text,texts/10269.txt,10269.txt,1,1,0,0,0,1,0
SVG,shapes/1027.svg,1027.svg,10,10,0,0,0,2534,0
Plain Text,texts/10270.txt,10270.txt,1,1,0,0,0,1,0
Plain Text,texts/10271.txt,10271.txt,1,1,0,0,0,1,0
Plain Text,texts/10272.txt,10272.txt,1,1,0,0,0,1,0
Plain Text,texts/10273.txt,10273.txt,1,1,0,0,0,1,0
Plain Text,texts/10274.txt,10274.txt,1,1,0,0,0,1,0
Plain Text,texts/10275.txt,10275.txt,1,1,0,0,0,1,0
Plain Text,texts/10276.txt,10276.txt,1,1,0,0,0,1,0
Plain Text,texts/10277.txt,10277.txt,1,1,0,0,0,1,0
Plain Text,texts/10278.txt,10278.txt,1,1,0,0,0,1,0
Plain Text,texts/10279.txt,10279.txt,1,1,0,0,0,1,0
SVG,shapes/1028.svg,1028.svg,10,10,0,0,0,2978,0
Plain Text,texts/10280.txt,10280.txt,1,1,0,0,0,1,0
Plain Text,texts/10281.txt,10281.txt,1,1,0,0,0,1,0
Plain Text,texts/10282.txt,10282.txt,1,1,0,0,0,1,0
Plain Text,texts/10283.txt,10283.txt,1,1,0,0,0,1,0
Plain Text,texts/10284.txt,10284.txt,1,1,0,0,0,1,0
Plain Text,texts/10285.txt,10285.txt,1,1,0,0,0,1,0
Plain Text,texts/10286.txt,10286.txt,1,1,0,0,0,1,0
Plain Text,texts/10288.txt,10288.txt,1,1,0,0,0,12,0
Plain Text,texts/10289.txt,10289.txt,1,1,0,0,0,17,0
SVG,shapes/1029.svg,1029.svg,10,10,0,0,0,3305,0
Plain Text,texts/10290.txt,10290.txt,1,1,0,0,0,13,0
SVG,shapes/10292.svg,10292.svg,6,6,0,0,0,462,0
SVG,shapes/10293.svg,10293.svg,6,6,0,0,0,460,0
Plain Text,texts/10295.txt,10295.txt,1,1,0,0,0,17,0
Plain Text,texts/10296.txt,10296.txt,0,0,0,0,0,0,0
Plain Text,texts/10297.txt,10297.txt,0,0,0,0,0,0,0
Plain Text,texts/10298.txt,10298.txt,9,9,0,0,0,425,0
SVG,shapes/10299.svg,10299.svg,7,7,0,0,0,588,0
SVG,shapes/1030.svg,1030.svg,11,11,0,0,0,3394,0
Plain Text,texts/10301.txt,10301.txt,1,1,0,0,0,1,0
Plain Text,texts/10302.txt,10302.txt,1,1,0,0,0,2,0
Plain Text,texts/10303.txt,10303.txt,1,1,0,0,0,2,0
Plain Text,texts/10304.txt,10304.txt,1,1,0,0,0,3,0
Plain Text,texts/10305.txt,10305.txt,1,1,0,0,0,4,0
Plain Text,texts/10306.txt,10306.txt,1,1,0,0,0,4,0
Plain Text,texts/10307.txt,10307.txt,1,1,0,0,0,3,0
Plain Text,texts/10308.txt,10308.txt,1,1,0,0,0,5,0
SVG,shapes/1031.svg,1031.svg,8,8,0,0,0,2254,0
SVG,shapes/10313.svg,10313.svg,7,7,0,0,0,590,0
SVG,shapes/10315.svg,10315.svg,7,7,0,0,0,652,0
Plain Text,texts/10316.txt,10316.txt,13,13,0,0,0,632,0
Plain Text,texts/10317.txt,10317.txt,1,1,0,0,0,55,0
Plain Text,texts/10318.txt,10318.txt,1,1,0,0,0,3,0
Plain Text,texts/10319.txt,10319.txt,1,1,0,0,0,2,0
SVG,shapes/1032.svg,1032.svg,10,10,0,0,0,3003,0
SVG,shapes/10322.svg,10322.svg,6,6,0,0,0,458,0
Plain Text,texts/10323.txt,10323.txt,1,1,0,0,0,16,0
Plain Text,texts/10324.txt,10324.txt,1,1,0,0,0,22,0
Plain Text,texts/10325.txt,10325.txt,1,1,0,0,0,9,0
Plain Text,texts/10326.txt,10326.txt,1,1,0,0,0,20,0
SVG,shapes/10327.svg,10327.svg,6,6,0,0,0,458,0
Plain Text,texts/10328.txt,10328.txt,1,1,0,0,0,10,0
Plain Text,texts/10329.txt,10329.txt,1,1,0,0,0,39,0
SVG,shapes/1033.svg,1033.svg,10,10,0,0,0,3289,0
SVG,shapes/10330.svg,10330.svg,13,13,0,0,0,865,0
Plain Text,texts/10331.txt,10331.txt,1,1,0,0,0,23,0
Plain Text,texts/10332.txt,10332.txt,1,1,0,0,0,32,0
SVG,shapes/10333.svg,10333.svg,13,13,0,0,0,854,0
Plain Text,texts/10334.txt,10334.txt,1,1,0,0,0,14,0
Plain Text,texts/10335.txt,10335.txt,1,1,0,0,0,27,0
SVG,shapes/10336.svg,10336.svg,13,13,0,0,0,865,0
Plain Text,texts/10337.txt,10337.txt,1,1,0,0,0,20,0
Plain Text,texts/10338.txt,10338.txt,1,1,0,0,0,27,0
SVG,shapes/1034.svg,1034.svg,11,11,0,0,0,3418,0
SVG,shapes/10340.svg,10340.svg,7,7,0,0,0,630,0
Plain Text,texts/10342.txt,10342.txt,1,1,0,0,0,4,0
SVG,shapes/10343.svg,10343.svg,7,7,0,0,0,630,0
Plain Text,texts/10345.txt,10345.txt,1,1,0,0,0,4,0
Plain Text,texts/10346.txt,10346.txt,1,1,0,0,0,4,0
Plain Text,texts/10349.txt,10349.txt,1,1,0,0,0,16,0
SVG,shapes/1035.svg,1035.svg,10,10,0,0,0,3003,0
Plain Text,texts/10350.txt,10350.txt,1,1,0,0,0,65,0
Plain Text,texts/10351.txt,10351.txt,1,1,0,0,0,21,0
Plain Text,texts/10352.txt,10352.txt,1,1,0,0,0,38,0
SVG,shapes/10353.svg,10353.svg,7,7,0,0,0,600,0
Plain Text,texts/10354.txt,10354.txt,1,1,0,0,0,6,0
SVG,shapes/10356.svg,10356.svg,7,7,0,0,0,19331,0
Plain Text,texts/10358.txt,10358.txt,7,7,0,0,0,410,0
SVG,shapes/1036.svg,1036.svg,10,10,0,0,0,3318,0
Plain Text,texts/10360.txt,10360.txt,1,1,0,0,0,17,0
Plain Text,texts/10361.txt,10361.txt,1,1,0,0,0,51,0
Plain Text,texts/10362.txt,10362.txt,1,1,0,0,0,39,0
Plain Text,texts/10363.txt,10363.txt,13,13,0,0,0,501,0
Plain Text,texts/10364.txt,10364.txt,1,1,0,0,0,28,0
Plain Text,texts/10365.txt,10365.txt,5,5,0,0,0,289,0
Plain Text,texts/10366.txt,10366.txt,1,1,0,0,0,20,0
Plain Text,texts/10367.txt,10367.txt,13,13,0,0,0,704,0
Plain Text,texts/10368.txt,10368.txt,11,11,0,0,0,488,0
Plain Text,texts/10369.txt,10369.txt,1,1,0,0,0,27,0
SVG,shapes/1037.svg,1037.svg,11,11,0,0,0,3418,0
Plain Text,texts/10370.txt,10370.txt,1,1,0,0,0,62,0
Plain Text,texts/10371.txt,10371.txt,1,1,0,0,0,26,0
Plain Text,texts/10372.txt,10372.txt,5,5,0,0,0,301,0
Plain Text,texts/10373.txt,10373.txt,1,1,0,0,0,32,0
Plain Text,texts/10374.txt,10374.txt,1,1,0,0,0,72,0
Plain Text,texts/10375.txt,10375.txt,11,11,0,0,0,503,0
Plain Text,texts/10376.txt,10376.txt,1,1,0,0,0,80,0
Plain Text,texts/10378.txt,10378.txt,1,1,0,0,0,31,0
Plain Text,texts/10379.txt,10379.txt,3,3,0,0,0,86,0
SVG,shapes/1038.svg,1038.svg,8,8,0,0,0,890,0
Plain Text,texts/10380.txt,10380.txt,9,9,0,0,0,447,0
Plain Text,texts/10381.txt,10381.txt,3,3,0,0,0,220,0
Plain Text,texts/10382.txt,10382.txt,1,1,0,0,0,34,0
Plain Text,texts/10383.txt,10383.txt,17,17,0,0,0,946,0
Plain Text,texts/10384.txt,10384.txt,9,9,0,0,0,461,0
Plain Text,texts/10385.txt,10385.txt,1,1,0,0,0,19,0
Plain Text,texts/10386.txt,10386.txt,1,1,0,0,0,22,0
SVG,shapes/1039.svg,1039.svg,8,8,0,0,0,1269,0
SVG,shapes/104.svg,104.svg,10,10,0,0,0,2239,0
SVG,shapes/1040.svg,1040.svg,8,8,0,0,0,1306,0
SVG,shapes/1041.svg,1041.svg,8,8,0,0,0,1118,0
SVG,shapes/1042.svg,1042.svg,8,8,0,0,0,1135,0
SVG,shapes/1043.svg,1043.svg,8,8,0,0,0,1147,0
SVG,shapes/1044.svg,1044.svg,8,8,0,0,0,1170,0
SVG,shapes/1045.svg,1045.svg,8,8,0,0,0,1478,0
SVG,shapes/1046.svg,1046.svg,8,8,0,0,0,1240,0
SVG,shapes/1047.svg,1047.svg,8,8,0,0,0,1322,0
SVG,shapes/1048.svg,1048.svg,6,6,0,0,0,452,0
SVG,shapes/1049.svg,1049.svg,8,8,0,0,0,891,0
SVG,shapes/105.svg,105.svg,9,9,0,0,0,2078,0
SVG,shapes/1050.svg,1050.svg,8,8,0,0,0,1261,0
SVG,shapes/1051.svg,1051.svg,8,8,0,0,0,1288,0
