Language,Provider,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes,ULOC
SVG,shapes/1052.svg,1052.svg,8,8,0,0,0,1117,0
SVG,shapes/1053.svg,1053.svg,8,8,0,0,0,1124,0
SVG,shapes/1054.svg,1054.svg,8,8,0,0,0,1147,0
SVG,shapes/1055.svg,1055.svg,8,8,0,0,0,1170,0
SVG,shapes/1056.svg,1056.svg,8,8,0,0,0,1478,0
SVG,shapes/1057.svg,1057.svg,8,8,0,0,0,1253,0
SVG,shapes/1058.svg,1058.svg,8,8,0,0,0,1349,0
SVG,shapes/1059.svg,1059.svg,8,8,0,0,0,1754,0
SVG,shapes/1060.svg,1060.svg,13,13,0,0,0,1196,0
SVG,shapes/1061.svg,1061.svg,6,6,0,0,0,489,0
SVG,shapes/1063.svg,1063.svg,10,10,0,0,0,2035,0
SVG,shapes/1064.svg,1064.svg,7,7,0,0,0,850,0
SVG,shapes/1065.svg,1065.svg,6,6,0,0,0,452,0
SVG,shapes/1066.svg,1066.svg,6,6,0,0,0,662,0
SVG,shapes/1067.svg,1067.svg,11,11,0,0,0,2586,0
SVG,shapes/1068.svg,1068.svg,11,11,0,0,0,2607,0
SVG,shapes/1069.svg,1069.svg,7,7,0,0,0,1063,0
SVG,shapes/107.svg,107.svg,11,11,0,0,0,1660,0
SVG,shapes/1071.svg,1071.svg,6,6,0,0,0,437,0
Plain Text,texts/1072.txt,1072.txt,1,1,0,0,0,3,0
SVG,shapes/1073.svg,1073.svg,7,7,0,0,0,764,0
SVG,shapes/1074.svg,1074.svg,6,6,0,0,0,637,0
SVG,shapes/1075.svg,1075.svg,8,8,0,0,0,1086,0
SVG,shapes/1076.svg,1076.svg,8,8,0,0,0,706,0
Plain Text,texts/1077.txt,1077.txt,1,1,0,0,0,1,0
SVG,shapes/1078.svg,1078.svg,7,7,0,0,0,764,0
SVG,shapes/1079.svg,1079.svg,7,7,0,0,0,576,0
SVG,shapes/108.svg,108.svg,13,13,0,0,0,3490,0
Plain Text,texts/1080.txt,1080.txt,1,1,0,0,0,1,0
SVG,shapes/1081.svg,1081.svg,7,7,0,0,0,764,0
Plain Text,texts/1082.txt,1082.txt,1,1,0,0,0,2,0
Plain Text,texts/1083.txt,1083.txt,1,1,0,0,0,2,0
Plain Text,texts/1084.txt,1084.txt,1,1,0,0,0,2,0
Plain Text,texts/1085.txt,1085.txt,1,1,0,0,0,3,0
Plain Text,texts/1086.txt,1086.txt,1,1,0,0,0,3,0
Plain Text,texts/1087.txt,1087.txt,1,1,0,0,0,3,0
Plain Text,texts/1088.txt,1088.txt,1,1,0,0,0,3,0
Plain Text,texts/1089.txt,1089.txt,1,1,0,0,0,3,0
SVG,shapes/1090.svg,1090.svg,7,7,0,0,0,642,0
SVG,shapes/1091.svg,1091.svg,7,7,0,0,0,671,0
SVG,shapes/1092.svg,1092.svg,7,7,0,0,0,764,0
SVG,shapes/1093.svg,1093.svg,7,7,0,0,0,651,0
SVG,shapes/1094.svg,1094.svg,7,7,0,0,0,671,0
SVG,shapes/1095.svg,1095.svg,7,7,0,0,0,764,0
SVG,shapes/1096.svg,1096.svg,7,7,0,0,0,583,0
SVG,shapes/1097.svg,1097.svg,7,7,0,0,0,671,0
SVG,shapes/1098.svg,1098.svg,7,7,0,0,0,764,0
SVG,shapes/1099.svg,1099.svg,9,9,0,0,0,1293,0
SVG,shapes/11.svg,11.svg,6,6,0,0,0,451,0
SVG,shapes/110.svg,110.svg,6,6,0,0,0,500,0
SVG,shapes/1100.svg,1100.svg,9,9,0,0,0,1497,0
SVG,shapes/1101.svg,1101.svg,9,9,0,0,0,1497,0
SVG,shapes/1102.svg,1102.svg,9,9,0,0,0,1497,0
SVG,shapes/1103.svg,1103.svg,9,9,0,0,0,1497,0
SVG,shapes/1104.svg,1104.svg,9,9,0,0,0,1497,0
SVG,shapes/1105.svg,1105.svg,9,9,0,0,0,1497,0
SVG,shapes/1106.svg,1106.svg,7,7,0,0,0,587,0
Plain Text,texts/1107.txt,1107.txt,1,1,0,0,0,4,0
SVG,shapes/1108.svg,1108.svg,7,7,0,0,0,764,0
Plain Text,texts/1109.txt,1109.txt,1,1,0,0,0,4,0
SVG,shapes/111.svg,111.svg,8,8,0,0,0,2876,0
Plain Text,texts/1110.txt,1110.txt,1,1,0,0,0,4,0
Plain Text,texts/1111.txt,1111.txt,1,1,0,0,0,4,0
Plain Text,texts/1112.txt,1112.txt,1,1,0,0,0,4,0
Plain Text,texts/1113.txt,1113.txt,1,1,0,0,0,4,0
SVG,shapes/1114.svg,1114.svg,7,7,0,0,0,587,0
Plain Text,texts/1115.txt,1115.txt,1,1,0,0,0,3,0
SVG,shapes/1116.svg,1116.svg,7,7,0,0,0,764,0
Plain Text,texts/1117.txt,1117.txt,1,1,0,0,0,4,0
SVG,shapes/1118.svg,1118.svg,7,7,0,0,0,587,0
Plain Text,texts/1119.txt,1119.txt,1,1,0,0,0,3,0
SVG,shapes/112.svg,112.svg,8,8,0,0,0,2250,0
Plain Text,texts/1120.txt,1120.txt,1,1,0,0,0,3,0
SVG,shapes/1121.svg,1121.svg,7,7,0,0,0,739,0
SVG,shapes/1122.svg,1122.svg,7,7,0,0,0,914,0
SVG,shapes/1123.svg,1123.svg,8,8,0,0,0,886,0
SVG,shapes/1124.svg,1124.svg,10,10,0,0,0,1118,0
SVG,shapes/1125.svg,1125.svg,16,16,0,0,0,1863,0
SVG,shapes/1126.svg,1126.svg,9,9,0,0,0,1032,0
SVG,shapes/1127.svg,1127.svg,9,9,0,0,0,1246,0
SVG,shapes/1128.svg,1128.svg,9,9,0,0,0,1246,0
SVG,shapes/1130.svg,1130.svg,9,9,0,0,0,966,0
SVG,shapes/1131.svg,1131.svg,10,10,0,0,0,1787,0
SVG,shapes/1133.svg,1133.svg,9,9,0,0,0,1414,0
SVG,shapes/1135.svg,1135.svg,9,9,0,0,0,1190,0
SVG,shapes/1137.svg,1137.svg,9,9,0,0,0,2034,0
SVG,shapes/1138.svg,1138.svg,7,7,0,0,0,587,0
Plain Text,texts/1139.txt,1139.txt,1,1,0,0,0,3,0
SVG,shapes/114.svg,114.svg,6,6,0,0,0,448,0
SVG,shapes/1140.svg,1140.svg,7,7,0,0,0,764,0
Plain Text,texts/1141.txt,1141.txt,1,1,0,0,0,3,0
Plain Text,texts/1142.txt,1142.txt,1,1,0,0,0,3,0
Plain Text,texts/1143.txt,1143.txt,1,1,0,0,0,3,0
SVG,shapes/1144.svg,1144.svg,7,7,0,0,0,587,0
Plain Text,texts/1145.txt,1145.txt,1,1,0,0,0,3,0
Plain Text,texts/1146.txt,1146.txt,1,1,0,0,0,3,0
Plain Text,texts/1147.txt,1147.txt,1,1,0,0,0,3,0
Plain Text,texts/1148.txt,1148.txt,1,1,0,0,0,3,0
SVG,shapes/1149.svg,1149.svg,7,7,0,0,0,574,0
SVG,shapes/115.svg,115.svg,7,7,0,0,0,590,0
Plain Text,texts/1150.txt,1150.txt,1,1,0,0,0,1,0
SVG,shapes/1151.svg,1151.svg,7,7,0,0,0,764,0
SVG,shapes/1152.svg,1152.svg,7,7,0,0,0,574,0
Plain Text,texts/1153.txt,1153.txt,1,1,0,0,0,1,0
SVG,shapes/1154.svg,1154.svg,7,7,0,0,0,574,0
Plain Text,texts/1155.txt,1155.txt,1,1,0,0,0,1,0
SVG,shapes/1156.svg,1156.svg,7,7,0,0,0,1657,0
SVG,shapes/1157.svg,1157.svg,7,7,0,0,0,1103,0
Plain Text,texts/1159.txt,1159.txt,1,1,0,0,0,3,0
SVG,shapes/116.svg,116.svg,8,8,0,0,0,730,0
Plain Text,texts/1160.txt,1160.txt,1,1,0,0,0,3,0
SVG,shapes/1161.svg,1161.svg,8,8,0,0,0,2013,0
Plain Text,texts/1162.txt,1162.txt,1,1,0,0,0,2,0
Plain Text,texts/1163.txt,1163.txt,1,1,0,0,0,2,0
Plain Text,texts/1164.txt,1164.txt,1,1,0,0,0,2,0
Plain Text,texts/1165.txt,1165.txt,1,1,0,0,0,2,0
Plain Text,texts/1166.txt,1166.txt,1,1,0,0,0,2,0
Plain Text,texts/1167.txt,1167.txt,1,1,0,0,0,2,0
Plain Text,texts/1168.txt,1168.txt,1,1,0,0,0,2,0
Plain Text,texts/1169.txt,1169.txt,1,1,0,0,0,2,0
SVG,shapes/117.svg,117.svg,9,9,0,0,0,873,0
Plain Text,texts/1170.txt,1170.txt,1,1,0,0,0,2,0
Plain Text,texts/1171.txt,1171.txt,1,1,0,0,0,3,0
SVG,shapes/1173.svg,1173.svg,9,9,0,0,0,2535,0
SVG,shapes/1175.svg,1175.svg,9,9,0,0,0,935,0
SVG,shapes/1176.svg,1176.svg,8,8,0,0,0,739,0
SVG,shapes/1177.svg,1177.svg,8,8,0,0,0,739,0
SVG,shapes/1178.svg,1178.svg,8,8,0,0,0,739,0
SVG,shapes/1179.svg,1179.svg,8,8,0,0,0,738,0
SVG,shapes/118.svg,118.svg,12,12,0,0,0,1871,0
SVG,shapes/1180.svg,1180.svg,8,8,0,0,0,739,0
SVG,shapes/1181.svg,1181.svg,8,8,0,0,0,739,0
SVG,shapes/1182.svg,1182.svg,8,8,0,0,0,739,0
SVG,shapes/1183.svg,1183.svg,8,8,0,0,0,739,0
SVG,shapes/1184.svg,1184.svg,8,8,0,0,0,739,0
SVG,shapes/1185.svg,1185.svg,8,8,0,0,0,739,0
SVG,shapes/1186.svg,1186.svg,8,8,0,0,0,739,0
SVG,shapes/1187.svg,1187.svg,12,12,0,0,0,1247,0
SVG,shapes/1189.svg,1189.svg,7,7,0,0,0,647,0
SVG,shapes/1190.svg,1190.svg,7,7,0,0,0,753,0
SVG,shapes/1191.svg,1191.svg,7,7,0,0,0,763,0
SVG,shapes/1192.svg,1192.svg,8,8,0,0,0,1183,0
SVG,shapes/1193.svg,1193.svg,7,7,0,0,0,636,0
SVG,shapes/1194.svg,1194.svg,7,7,0,0,0,753,0
SVG,shapes/1195.svg,1195.svg,7,7,0,0,0,763,0
SVG,shapes/1196.svg,1196.svg,8,8,0,0,0,1183,0
SVG,shapes/1197.svg,1197.svg,7,7,0,0,0,647,0
SVG,shapes/1198.svg,1198.svg,7,7,0,0,0,753,0
SVG,shapes/1199.svg,1199.svg,7,7,0,0,0,763,0
SVG,shapes/12.svg,12.svg,6,6,0,0,0,458,0
SVG,shapes/120.svg,120.svg,6,6,0,0,0,598,0
SVG,shapes/1200.svg,1200.svg,8,8,0,0,0,1183,0
SVG,shapes/1201.svg,1201.svg,7,7,0,0,0,637,0
SVG,shapes/1202.svg,1202.svg,8,8,0,0,0,776,0
SVG,shapes/1203.svg,1203.svg,8,8,0,0,0,776,0
SVG,shapes/1204.svg,1204.svg,6,6,0,0,0,2356,0
SVG,shapes/1205.svg,1205.svg,9,9,0,0,0,1076,0
SVG,shapes/1206.svg,1206.svg,7,7,0,0,0,763,0
SVG,shapes/1207.svg,1207.svg,7,7,0,0,0,763,0
SVG,shapes/1208.svg,1208.svg,7,7,0,0,0,755,0
SVG,shapes/1209.svg,1209.svg,14,14,0,0,0,1145,0
SVG,shapes/121.svg,121.svg,6,6,0,0,0,605,0
SVG,shapes/1211.svg,1211.svg,8,8,0,0,0,1106,0
SVG,shapes/1212.svg,1212.svg,8,8,0,0,0,1106,0
SVG,shapes/1213.svg,1213.svg,8,8,0,0,0,1106,0
SVG,shapes/1214.svg,1214.svg,8,8,0,0,0,1106,0
SVG,shapes/1215.svg,1215.svg,8,8,0,0,0,1087,0
SVG,shapes/1216.svg,1216.svg,8,8,0,0,0,1106,0
SVG,shapes/1217.svg,1217.svg,8,8,0,0,0,1106,0
SVG,shapes/1218.svg,1218.svg,8,8,0,0,0,1106,0
SVG,shapes/1219.svg,1219.svg,8,8,0,0,0,1106,0
SVG,shapes/122.svg,122.svg,6,6,0,0,0,595,0
SVG,shapes/1220.svg,1220.svg,8,8,0,0,0,1106,0
SVG,shapes/1221.svg,1221.svg,8,8,0,0,0,1106,0
SVG,shapes/1222.svg,1222.svg,8,8,0,0,0,1106,0
SVG,shapes/1223.svg,1223.svg,8,8,0,0,0,1106,0
SVG,shapes/1224.svg,1224.svg,8,8,0,0,0,1106,0
SVG,shapes/1225.svg,1225.svg,8,8,0,0,0,1106,0
SVG,shapes/1226.svg,1226.svg,7,7,0,0,0,1041,0
SVG,shapes/1227.svg,1227.svg,14,14,0,0,0,1863,0
SVG,shapes/1228.svg,1228.svg,8,8,0,0,0,1106,0
SVG,shapes/1229.svg,1229.svg,9,9,0,0,0,1535,0
SVG,shapes/123.svg,123.svg,8,8,0,0,0,1359,0
SVG,shapes/1230.svg,1230.svg,8,8,0,0,0,1060,0
SVG,shapes/1231.svg,1231.svg,9,9,0,0,0,1535,0
SVG,shapes/1232.svg,1232.svg,9,9,0,0,0,1535,0
SVG,shapes/1233.svg,1233.svg,8,8,0,0,0,1106,0
SVG,shapes/1234.svg,1234.svg,9,9,0,0,0,1547,0
SVG,shapes/1235.svg,1235.svg,9,9,0,0,0,1535,0
SVG,shapes/1237.svg,1237.svg,6,6,0,0,0,680,0
SVG,shapes/1238.svg,1238.svg,8,8,0,0,0,996,0
SVG,shapes/1239.svg,1239.svg,7,7,0,0,0,892,0
SVG,shapes/1240.svg,1240.svg,7,7,0,0,0,892,0
SVG,shapes/1241.svg,1241.svg,7,7,0,0,0,903,0
SVG,shapes/1242.svg,1242.svg,7,7,0,0,0,892,0
SVG,shapes/1243.svg,1243.svg,7,7,0,0,0,903,0
SVG,shapes/1244.svg,1244.svg,7,7,0,0,0,903,0
SVG,shapes/1245.svg,1245.svg,10,10,0,0,0,1485,0
SVG,shapes/1246.svg,1246.svg,8,8,0,0,0,999,0
SVG,shapes/1247.svg,1247.svg,10,10,0,0,0,1471,0
SVG,shapes/1248.svg,1248.svg,8,8,0,0,0,996,0
SVG,shapes/1249.svg,1249.svg,8,8,0,0,0,946,0
SVG,shapes/125.svg,125.svg,8,8,0,0,0,1160,0
SVG,shapes/1250.svg,1250.svg,8,8,0,0,0,946,0
SVG,shapes/1251.svg,1251.svg,8,8,0,0,0,946,0
SVG,shapes/1253.svg,1253.svg,6,6,0,0,0,680,0
SVG,shapes/1254.svg,1254.svg,9,9,0,0,0,1012,0
SVG,shapes/1255.svg,1255.svg,14,14,0,0,0,973,0
SVG,shapes/1256.svg,1256.svg,14,14,0,0,0,973,0
SVG,shapes/1257.svg,1257.svg,6,6,0,0,0,2849,0
SVG,shapes/1258.svg,1258.svg,13,13,0,0,0,1382,0
SVG,shapes/1259.svg,1259.svg,7,7,0,0,0,646,0
SVG,shapes/126.svg,126.svg,12,12,0,0,0,3492,0
SVG,shapes/1260.svg,1260.svg,13,13,0,0,0,968,0
SVG,shapes/1261.svg,1261.svg,13,13,0,0,0,917,0
SVG,shapes/1262.svg,1262.svg,13,13,0,0,0,917,0
SVG,shapes/1263.svg,1263.svg,13,13,0,0,0,917,0
SVG,shapes/1264.svg,1264.svg,14,14,0,0,0,5359,0
SVG,shapes/1265.svg,1265.svg,13,13,0,0,0,993,0
SVG,shapes/1266.svg,1266.svg,18,18,0,0,0,1379,0
SVG,shapes/1267.svg,1267.svg,13,13,0,0,0,917,0
SVG,shapes/1268.svg,1268.svg,14,14,0,0,0,1125,0
SVG,shapes/1269.svg,1269.svg,11,11,0,0,0,2190,0
SVG,shapes/1270.svg,1270.svg,10,10,0,0,0,2279,0
SVG,shapes/1272.svg,1272.svg,8,8,0,0,0,1443,0
SVG,shapes/1273.svg,1273.svg,8,8,0,0,0,1443,0
SVG,shapes/1274.svg,1274.svg,8,8,0,0,0,1443,0
SVG,shapes/1275.svg,1275.svg,8,8,0,0,0,1443,0
SVG,shapes/1276.svg,1276.svg,8,8,0,0,0,1443,0
SVG,shapes/1277.svg,1277.svg,8,8,0,0,0,1443,0
SVG,shapes/1278.svg,1278.svg,8,8,0,0,0,1443,0
SVG,shapes/1279.svg,1279.svg,6,6,0,0,0,1131,0
SVG,shapes/1281.svg,1281.svg,8,8,0,0,0,1443,0
SVG,shapes/1282.svg,1282.svg,8,8,0,0,0,1443,0
SVG,shapes/1283.svg,1283.svg,8,8,0,0,0,1443,0
SVG,shapes/1284.svg,1284.svg,8,8,0,0,0,1443,0
SVG,shapes/1285.svg,1285.svg,8,8,0,0,0,1443,0
SVG,shapes/1286.svg,1286.svg,8,8,0,0,0,1443,0
SVG,shapes/1287.svg,1287.svg,8,8,0,0,0,1443,0
SVG,shapes/1288.svg,1288.svg,8,8,0,0,0,1443,0
SVG,shapes/1289.svg,1289.svg,8,8,0,0,0,1443,0
SVG,shapes/129.svg,129.svg,9,9,0,0,0,1015,0
SVG,shapes/1290.svg,1290.svg,8,8,0,0,0,1443,0
SVG,shapes/1291.svg,1291.svg,7,7,0,0,0,1118,0
SVG,shapes/1293.svg,1293.svg,8,8,0,0,0,1269,0
SVG,shapes/1294.svg,1294.svg,8,8,0,0,0,1259,0
SVG,shapes/1295.svg,1295.svg,8,8,0,0,0,1269,0
SVG,shapes/1296.svg,1296.svg,8,8,0,0,0,1259,0
Plain Text,texts/1299.txt,1299.txt,1,1,0,0,0,3,0
SVG,shapes/13.svg,13.svg,6,6,0,0,0,613,0
SVG,shapes/1302.svg,1302.svg,9,9,0,0,0,1151,0
SVG,shapes/1305.svg,1305.svg,8,8,0,0,0,903,0
SVG,shapes/1306.svg,1306.svg,15,15,0,0,0,1469,0
SVG,shapes/1308.svg,1308.svg,12,12,0,0,0,1343,0
SVG,shapes/1310.svg,1310.svg,12,12,0,0,0,1343,0
SVG,shapes/1313.svg,1313.svg,7,7,0,0,0,734,0
SVG,shapes/1315.svg,1315.svg,7,7,0,0,0,680,0
SVG,shapes/1316.svg,1316.svg,7,7,0,0,0,680,0
SVG,shapes/1317.svg,1317.svg,7,7,0,0,0,680,0
SVG,shapes/1318.svg,1318.svg,7,7,0,0,0,680,0
SVG,shapes/1319.svg,1319.svg,7,7,0,0,0,680,0
Plain Text,texts/132.txt,132.txt,1,1,0,0,0,3,0
SVG,shapes/1320.svg,1320.svg,7,7,0,0,0,724,0
SVG,shapes/1321.svg,1321.svg,8,8,0,0,0,1009,0
SVG,shapes/1323.svg,1323.svg,7,7,0,0,0,1071,0
SVG,shapes/1324.svg,1324.svg,7,7,0,0,0,1258,0
SVG,shapes/1326.svg,1326.svg,12,12,0,0,0,2480,0
SVG,shapes/1329.svg,1329.svg,7,7,0,0,0,740,0
SVG,shapes/1332.svg,1332.svg,24,24,0,0,0,1932,0
SVG,shapes/1334.svg,1334.svg,9,9,0,0,0,916,0
SVG,shapes/1336.svg,1336.svg,7,7,0,0,0,688,0
SVG,shapes/1337.svg,1337.svg,7,7,0,0,0,590,0
Plain Text,texts/1338.txt,1338.txt,1,1,0,0,0,6,0
SVG,shapes/1339.svg,1339.svg,19,19,0,0,0,3393,0
SVG,shapes/134.svg,134.svg,9,9,0,0,0,1484,0
SVG,shapes/1340.svg,1340.svg,16,16,0,0,0,2716,0
SVG,shapes/1341.svg,1341.svg,19,19,0,0,0,3598,0
SVG,shapes/1342.svg,1342.svg,13,13,0,0,0,2015,0
Plain Text,texts/1343.txt,1343.txt,1,1,0,0,0,5,0
SVG,shapes/1344.svg,1344.svg,12,12,0,0,0,2167,0
SVG,shapes/1345.svg,1345.svg,21,21,0,0,0,3743,0
SVG,shapes/1346.svg,1346.svg,18,18,0,0,0,3066,0
SVG,shapes/1347.svg,1347.svg,21,21,0,0,0,3948,0
SVG,shapes/1348.svg,1348.svg,12,12,0,0,0,1538,0
Plain Text,texts/1349.txt,1349.txt,1,1,0,0,0,3,0
SVG,shapes/135.svg,135.svg,7,7,0,0,0,1035,0
SVG,shapes/1350.svg,1350.svg,13,13,0,0,0,1603,0
Plain Text,texts/1351.txt,1351.txt,1,1,0,0,0,3,0
SVG,shapes/1352.svg,1352.svg,7,7,0,0,0,588,0
SVG,shapes/1353.svg,1353.svg,8,8,0,0,0,878,0
SVG,shapes/1354.svg,1354.svg,13,13,0,0,0,2292,0
SVG,shapes/1355.svg,1355.svg,13,13,0,0,0,2812,0
SVG,shapes/1356.svg,1356.svg,12,12,0,0,0,1616,0
SVG,shapes/1357.svg,1357.svg,18,18,0,0,0,2988,0
SVG,shapes/1358.svg,1358.svg,12,12,0,0,0,1616,0
SVG,shapes/1359.svg,1359.svg,13,13,0,0,0,2884,0
SVG,shapes/136.svg,136.svg,7,7,0,0,0,1035,0
SVG,shapes/1360.svg,1360.svg,15,15,0,0,0,3278,0
SVG,shapes/1361.svg,1361.svg,12,12,0,0,0,1747,0
SVG,shapes/1362.svg,1362.svg,12,12,0,0,0,2167,0
SVG,shapes/1363.svg,1363.svg,12,12,0,0,0,2087,0
SVG,shapes/1364.svg,1364.svg,14,14,0,0,0,2439,0
SVG,shapes/1365.svg,1365.svg,12,12,0,0,0,2167,0
SVG,shapes/1366.svg,1366.svg,12,12,0,0,0,2087,0
SVG,shapes/1367.svg,1367.svg,13,13,0,0,0,910,0
Plain Text,texts/1368.txt,1368.txt,1,1,0,0,0,3,0
SVG,shapes/1369.svg,1369.svg,15,15,0,0,0,2414,0
SVG,shapes/137.svg,137.svg,7,7,0,0,0,1035,0
SVG,shapes/1370.svg,1370.svg,12,12,0,0,0,1538,0
SVG,shapes/1371.svg,1371.svg,12,12,0,0,0,1702,0
SVG,shapes/1372.svg,1372.svg,13,13,0,0,0,2880,0
SVG,shapes/1373.svg,1373.svg,9,9,0,0,0,1667,0
Plain Text,texts/1374.txt,1374.txt,1,1,0,0,0,1,0
SVG,shapes/1375.svg,1375.svg,8,8,0,0,0,1022,0
Plain Text,texts/1376.txt,1376.txt,1,1,0,0,0,4,0
SVG,shapes/1377.svg,1377.svg,12,12,0,0,0,1616,0
SVG,shapes/1378.svg,1378.svg,12,12,0,0,0,1538,0
SVG,shapes/1379.svg,1379.svg,18,18,0,0,0,2988,0
SVG,shapes/138.svg,138.svg,7,7,0,0,0,1035,0
SVG,shapes/1380.svg,1380.svg,9,9,0,0,0,936,0
Plain Text,texts/1381.txt,1381.txt,1,1,0,0,0,3,0
SVG,shapes/1382.svg,1382.svg,9,9,0,0,0,1673,0
SVG,shapes/1383.svg,1383.svg,10,10,0,0,0,1350,0
SVG,shapes/1384.svg,1384.svg,15,15,0,0,0,2936,0
SVG,shapes/1385.svg,1385.svg,15,15,0,0,0,2934,0
SVG,shapes/1386.svg,1386.svg,15,15,0,0,0,2050,0
SVG,shapes/1387.svg,1387.svg,13,13,0,0,0,2155,0
SVG,shapes/1388.svg,1388.svg,13,13,0,0,0,2157,0
SVG,shapes/1389.svg,1389.svg,12,12,0,0,0,1949,0
SVG,shapes/1390.svg,1390.svg,12,12,0,0,0,1947,0
SVG,shapes/1391.svg,1391.svg,12,12,0,0,0,2025,0
SVG,shapes/1392.svg,1392.svg,12,12,0,0,0,2027,0
SVG,shapes/1393.svg,1393.svg,13,13,0,0,0,3881,0
SVG,shapes/1394.svg,1394.svg,8,8,0,0,0,808,0
SVG,shapes/1395.svg,1395.svg,8,8,0,0,0,997,0
SVG,shapes/1396.svg,1396.svg,8,8,0,0,0,1010,0
SVG,shapes/1397.svg,1397.svg,19,19,0,0,0,2316,0
SVG,shapes/1398.svg,1398.svg,9,9,0,0,0,996,0
SVG,shapes/1399.svg,1399.svg,15,15,0,0,0,2854,0
SVG,shapes/14.svg,14.svg,6,6,0,0,0,507,0
SVG,shapes/1400.svg,1400.svg,15,15,0,0,0,2865,0
SVG,shapes/1401.svg,1401.svg,12,12,0,0,0,2758,0
SVG,shapes/1402.svg,1402.svg,8,8,0,0,0,1034,0
SVG,shapes/1403.svg,1403.svg,15,15,0,0,0,2384,0
SVG,shapes/1404.svg,1404.svg,16,16,0,0,0,2644,0
SVG,shapes/1405.svg,1405.svg,23,23,0,0,0,2956,0
SVG,shapes/1406.svg,1406.svg,19,19,0,0,0,2664,0
SVG,shapes/1407.svg,1407.svg,16,16,0,0,0,1674,0
SVG,shapes/1408.svg,1408.svg,18,18,0,0,0,1938,0
SVG,shapes/1409.svg,1409.svg,19,19,0,0,0,1922,0
Plain Text,texts/141.txt,141.txt,1,1,0,0,0,4,0
SVG,shapes/1410.svg,1410.svg,16,16,0,0,0,1672,0
SVG,shapes/1411.svg,1411.svg,17,17,0,0,0,1680,0
SVG,shapes/1412.svg,1412.svg,25,25,0,0,0,3455,0
SVG,shapes/1413.svg,1413.svg,22,22,0,0,0,1911,0
SVG,shapes/1414.svg,1414.svg,18,18,0,0,0,2411,0
SVG,shapes/1415.svg,1415.svg,23,23,0,0,0,3508,0
SVG,shapes/1416.svg,1416.svg,16,16,0,0,0,2623,0
SVG,shapes/1417.svg,1417.svg,15,15,0,0,0,2434,0
SVG,shapes/1418.svg,1418.svg,15,15,0,0,0,2538,0
SVG,shapes/1419.svg,1419.svg,13,13,0,0,0,2218,0
Plain Text,texts/142.txt,142.txt,1,1,0,0,0,3,0
SVG,shapes/1420.svg,1420.svg,12,12,0,0,0,2167,0
SVG,shapes/1421.svg,1421.svg,18,18,0,0,0,2973,0
SVG,shapes/1422.svg,1422.svg,17,17,0,0,0,2780,0
SVG,shapes/1423.svg,1423.svg,17,17,0,0,0,2888,0
SVG,shapes/1424.svg,1424.svg,13,13,0,0,0,2292,0
SVG,shapes/1425.svg,1425.svg,13,13,0,0,0,2816,0
SVG,shapes/1426.svg,1426.svg,15,15,0,0,0,3274,0
SVG,shapes/1427.svg,1427.svg,12,12,0,0,0,2167,0
SVG,shapes/1428.svg,1428.svg,12,12,0,0,0,2087,0
SVG,shapes/1429.svg,1429.svg,15,15,0,0,0,2936,0
Plain Text,texts/143.txt,143.txt,1,1,0,0,0,4,0
SVG,shapes/1430.svg,1430.svg,15,15,0,0,0,2934,0
SVG,shapes/1431.svg,1431.svg,12,12,0,0,0,2025,0
SVG,shapes/1432.svg,1432.svg,12,12,0,0,0,2027,0
SVG,shapes/1433.svg,1433.svg,13,13,0,0,0,3900,0
SVG,shapes/1434.svg,1434.svg,19,19,0,0,0,2318,0
SVG,shapes/1435.svg,1435.svg,12,12,0,0,0,2758,0
SVG,shapes/1436.svg,1436.svg,8,8,0,0,0,1034,0
SVG,shapes/1437.svg,1437.svg,15,15,0,0,0,2384,0
SVG,shapes/1438.svg,1438.svg,19,19,0,0,0,2664,0
Plain Text,texts/144.txt,144.txt,1,1,0,0,0,4,0
SVG,shapes/1441.svg,1441.svg,7,7,0,0,0,704,0
SVG,shapes/1445.svg,1445.svg,6,6,0,0,0,437,0
SVG,shapes/1447.svg,1447.svg,6,6,0,0,0,658,0
Plain Text,texts/145.txt,145.txt,1,1,0,0,0,5,0
Plain Text,texts/1450.txt,1450.txt,1,1,0,0,0,23,0
SVG,shapes/1451.svg,1451.svg,7,7,0,0,0,4647,0
SVG,shapes/1454.svg,1454.svg,6,6,0,0,0,433,0
SVG,shapes/1455.svg,1455.svg,6,6,0,0,0,433,0
SVG,shapes/1457.svg,1457.svg,6,6,0,0,0,891,0
Plain Text,texts/1459.txt,1459.txt,1,1,0,0,0,4,0
Plain Text,texts/146.txt,146.txt,1,1,0,0,0,10,0
Plain Text,texts/1460.txt,1460.txt,1,1,0,0,0,6,0
Plain Text,texts/1461.txt,1461.txt,1,1,0,0,0,10,0
Plain Text,texts/1462.txt,1462.txt,1,1,0,0,0,1,0
Plain Text,texts/1463.txt,1463.txt,1,1,0,0,0,4,0
Plain Text,texts/1464.txt,1464.txt,1,1,0,0,0,14,0
Plain Text,texts/1465.txt,1465.txt,1,1,0,0,0,9,0
Plain Text,texts/1466.txt,1466.txt,1,1,0,0,0,1,0
SVG,shapes/1467.svg,1467.svg,7,7,0,0,0,622,0
Plain Text,texts/1468.txt,1468.txt,1,1,0,0,0,1,0
Plain Text,texts/1469.txt,1469.txt,1,1,0,0,0,12,0
